Date,Open,High,Low,Close,Volume,Daily_Return,Returns_5d,Returns_20d,Realized_Vol_5d,Realized_Vol_20d,MovingAvg_20d,MovingAvg_50d,RSI_14d,MACD
2005-04-04,80.34491729736328,80.50201668631534,79.73702025557422,80.16050126009175,71581200,-0.01076343094385177,-0.0005109401404573608,-0.03526474051374189,0.00849753131344866,0.00651724159877857,81.37294966018581,81.34422071071832,35.59885070438165,-0.4268081905333929
2005-04-05,80.72743225097656,80.8572045921043,80.37225322730136,80.44738705111293,46853900,0.003572503183491015,0.005449066727196588,-0.036677440475590996,0.008514818042275807,0.006447534069047117,81.22268054973303,81.35038007764405,32.90820528310046,-0.4147573290491522
2005-04-06,81.0074462890625,81.2465060104655,80.72057462337891,80.90499063385805,53268200,0.005672117339454592,0.014199012764597983,-0.031086604267375747,0.008341529591935471,0.00665286803249227,81.09495244785907,81.37521612347285,45.24254792307106,-0.3640852021510739
2005-04-07,81.44458770751953,81.45825124116729,80.81620064861478,80.87767612780722,46734600,-0.00033766913176930106,0.001859079907241851,-0.02570198783131358,0.006595743072506867,0.0065839162707308895,80.98966939935967,81.40195545996363,47.2467686178366,-0.32241463367199685
2005-04-08,80.59761810302734,81.42408457858107,80.59761810302734,81.39676272677222,63772900,0.00639766032343936,0.004541180770763902,-0.012971048704400644,0.0070304116751753925,0.006684813726692447,80.93653547428059,81.43349750939181,50.35878649599752,-0.24468389396416512
2005-04-11,80.65911865234375,80.88452010608222,80.48153436556103,80.79572796269086,44945000,-0.0074114098958622705,0.007893201818753305,-0.021289960847780454,0.005666750431672151,0.0068399087272525685,80.84960650631345,81.45478850718575,47.624641189420274,-0.22894111447345722
2005-04-12,81.07575225830078,81.3216437582848,79.96241395250917,80.52249898889244,86144800,-0.003387456460855192,0.0009332421744070945,-0.01889011366816851,0.005904376827757907,0.006773423127108744,80.77282966984272,81.46653283864595,47.303233524134455,-0.23579405592222713
2005-04-13,80.11951446533203,81.14406065946103,80.00339526955274,80.98012951640017,65949000,0.005667174045984899,0.0009282988809374236,-0.01991641785352849,0.00590322898675695,0.006716158056924227,80.69137956010952,81.48116984474348,59.87710026800072,-0.20196991889804394
2005-04-14,79.0744857788086,80.2561315403344,79.0744857788086,80.18782949188423,96119800,-0.009832058580088808,-0.008566090567381996,-0.015481296910111844,0.007440506898069004,0.0063162089876486055,80.62882602468349,81.47587895525194,49.65905128834417,-0.23637129590431982
2005-04-15,77.96797180175781,79.368181903799,77.93381817514948,79.05398834122715,128677300,-0.01424073560324595,-0.029204486494067285,-0.026458475663811733,0.007540030499831918,0.006985413945188598,80.52284779458088,81.4368888171274,41.938618946476865,-0.35107911844420414
2005-04-18,78.2070541381836,78.52124779148375,77.83821675097559,77.94750421879128,100035200,-0.014095438510164206,-0.03588851510836917,-0.04279640910219986,0.008428284713431012,0.007484027448465322,80.35243358157928,81.37576925138926,37.160017315614866,-0.525215557626268
2005-04-19,78.82860565185547,78.91056603200255,78.43244644410237,78.61686251054596,64930100,0.008550634911193412,-0.023950423736320624,-0.03088184561730243,0.011052770838796678,0.007846864020739011,80.2291480464423,81.32885307302094,43.21491370501693,-0.6022657752200615
2005-04-20,77.7289047241211,78.97884708907729,77.5581470293942,78.8080893943504,107735900,0.0024294367004070593,-0.027188161081898504,-0.025584510241710188,0.010360087025460105,0.007889118439613324,80.12703402935175,81.26875254717507,37.51055689136108,-0.6405147609491024
2005-04-21,79.23838806152344,79.37499210862384,78.12504475432478,78.40508982532407,86952200,-0.00512680239319727,-0.022482904895006997,-0.018642588938926192,0.010070791399593293,0.007534156148598278,80.05326484858206,81.20168056438769,33.15746456187772,-0.6953307152636938
2005-04-22,78.93785095214844,79.5730696565637,78.04990903462681,79.05396491042289,88845800,0.008241872901810061,-2.9638995109634206e-07,-0.014752032389778251,0.00964247735997523,0.007725546707352601,79.99452229531728,81.14418390546766,42.689248305910866,-0.6785915762115451
2005-04-25,79.45699310302734,79.57310711596298,79.04034379909336,79.13596771693598,52284100,0.0010367640025678963,0.015131906122781131,-0.013374347307292155,0.005668069662362512,0.007735405557779466,79.94124723401457,81.09866863479996,41.09451534878844,-0.6512020943694949
2005-04-26,78.68514251708984,79.75750061614895,78.65099410530105,79.20424736072499,72626000,0.0008624422795909691,0.007443713491178758,-0.010124401343538317,0.004765806504797082,0.0077315335162106025,79.90094880006247,81.05397523828456,37.805954447360016,-0.6168751829446393
2005-04-27,78.99250793457031,79.27937960128182,78.16604134555223,78.45291301226374,84131900,-0.009531315097262388,-0.004517038306490745,-0.016577887742853688,0.006760112766477569,0.007975331686718623,79.8353776065868,80.980784208072,34.25004523072434,-0.6428864660879441
2005-04-28,78.00212860107422,79.01301665065864,78.00212860107422,78.73297147348354,72481500,0.003563408489022135,0.004173172575728695,-0.025016742979418704,0.006515518568882527,0.007467844707415127,79.73565329313949,80.91169753537665,32.14295085818655,-0.6335984891246937
2005-04-29,79.06080627441406,79.14277183726435,77.8450124199114,78.59634517381757,103993800,-0.0017368197729757914,-0.005805520099057182,-0.030469122212311673,0.0050407902164559485,0.007375956847032365,79.61407238486987,80.83810886947029,34.27719921720346,-0.630000052569855
2005-05-02,79.5047836303711,79.51161539726475,78.90371321040102,79.27938222288232,56026400,0.00865289835309452,0.0018106142514693006,-0.011052792915365435,0.0067364898550325136,0.007373570911888266,79.5700164330094,80.77409904684905,41.60516170082743,-0.5655139909269167
2005-05-03,79.6413803100586,79.81213798877275,79.0198250693167,79.27937486496232,86000300,-9.281001098678205e-08,0.0009480791618674418,-0.014625388908867488,0.00673151672294036,0.00731138889677398,79.51161582370187,80.7235600688682,37.75806865107509,-0.5085467063293265
2005-05-04,80.25614166259766,80.42689941081595,79.42284301751432,79.67556636087805,81055700,0.00498496383065656,0.015464358089786273,-0.015312542417665437,0.004111193958820238,0.0072812668647198615,79.45014461005287,80.68557145357882,46.089786984554266,-0.4265137947188009
2005-05-05,80.22882843017578,80.59766583134777,79.73704522861313,80.37226432877931,96906700,0.008706176966701286,0.02060712656746534,-0.006268696319195081,0.004837505595251662,0.007583786247024415,79.42487402010147,80.67471568478685,60.782245252859944,-0.3018053930862976
2005-05-06,79.97608947753906,80.59081835972215,79.95559938331837,80.54983817128077,67415400,0.002206954940529538,0.02455090128097075,-0.010459401702104798,0.0038678589379011084,0.007445231356006584,79.3825277923269,80.6631936709559,75.0983687475443,-0.1864945679828196
2005-05-09,80.47467803955078,80.65226748325252,79.948746685767,80.0580288895837,43750500,-0.006124367727724018,0.009773635200152234,-0.009172359533966534,0.005565993238988702,0.007387899628845427,79.34564283867154,80.62781989084537,64.3923202454821,-0.13325868397178908
2005-05-10,79.6413803100586,80.2561089956517,79.497944485272,80.16048511246065,74613500,0.001278956273948903,0.01105268428411203,-0.004505946799162482,0.0054824555428250035,0.0073641823664904555,79.32754214484996,80.58252131309924,63.74958950783771,-0.08185789457158421
2005-05-11,80.07852172851562,80.18780914719808,79.12910942593332,79.86678386870705,91647400,-0.0036706440769982826,0.002397076376457316,-0.013843764922145752,0.005747525763517663,0.007266295332601104,79.2718748624653,80.53583820342082,65.19858699505153,-0.06408292637146928
2005-05-12,79.19745635986328,80.31762698091006,79.19745635986328,80.13321087121318,95086800,0.0033303407189241873,-0.002978759871319688,-0.0006813656231327651,0.004086699600365764,0.006985560223693849,79.26914393143174,80.49530124436446,62.19155509802078,-0.02817294337803844
2005-05-13,79.04035949707031,79.65508852751431,78.41197213755589,79.4365187845913,85267000,-0.008732188931846963,-0.013917903743696326,0.004827181048266159,0.005030355878983614,0.00648672199784872,79.28827045359995,80.42858337284443,52.9811296248394,-0.05529385884445048
2005-05-16,79.77799224853516,79.80530889226574,78.9993376244389,79.0266542681695,49207000,-0.005173005469003394,-0.01296654148497565,0.01374961408942703,0.004888389200500806,0.005709017666085556,79.34222795606885,80.34836094769061,48.350266181062885,-0.10860805479229896
2005-05-17,80.31069946289062,80.39265975922831,79.34079774144072,79.51155530695404,61071800,0.006117169509566275,-0.008128328249358253,0.011316148687799869,0.006159986305805421,0.005556508797277861,79.38696259588927,80.26953666862632,60.346298060007804,-0.11045917325532173
2005-05-18,81.13722229003906,81.33530183011912,80.60445914622215,80.65909764501828,77944900,0.014329241368268264,0.009871557195908457,0.023215953355661297,0.009183676702883956,0.006347397901688005,79.47951300842267,80.21352756809992,66.09523891289894,-0.019108846812343927
